,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
811,0,60,3,0,7297,4,4,1,0,1,4,3,36,3,0,4,2,1,0,0,0
812,2,18,3,4,1943,4,1,1,3,3,4,0,23,3,1,4,2,1,0,0,0
813,0,18,3,6,3190,4,2,3,3,3,1 <= ... < 4 yrs,0,24,3,1,4,2,1,0,0,0
814,1,9,4,8,5129,4,4,3,3,3,4,3,74,1,2,4,3,0,1,0,0
815,2,18,2,7,1808,4,3,1,3,3,1,0,22,3,1,4,2,1,0,0,0
816,3,10,3,1,1240,1,4,4,3,3,4,3,48,3,2,4,1,0,0,0,0
817,0,12,3,1,759,4,3,1,0,3,1 <= ... < 4 yrs,0,26,3,1,4,2,1,0,0,0
818,1,8,3,7,1237,4,2,2,3,3,4,0,24,3,1,4,2,1,0,0,0
819,2,9,3,7,1980,4,1,3,3,1,1 <= ... < 4 yrs,1,19,3,0,3,2,1,0,0,0
820,1,48,3,6,10961,3,3,4,0,1,1 <= ... < 4 yrs,3,27,1,1,3,2,1,1,0,0
821,0,36,2,3,6887,4,2,1,0,3,4 <= ... < 7 yrs,2,29,stores,1,4,2,1,1,0,0
822,0,24,3,6,1938,4,1,1,1,3,4 <= ... < 7 yrs,2,32,3,1,4,2,1,0,0,0
823,0,21,3,6,1835,4,2,2,3,3,1 <= ... < 4 yrs,0,25,3,1,3,2,1,1,0,0
824,0,24,2,6,1659,4,1,1,3,3,1 <= ... < 4 yrs,1,29,3,0,4,1,1,1,0,0
825,1,6,2,1,1209,4,0,1,0,3,4,2,47,3,1,4,3,1,1,0,0
826,1,48,1,0,3844,1,3,1,0,3,4,3,34,3,2,4,1,0,0,0,0
827,0,12,4,1,4843,4,4,2,0,1,4,2,43,3,0,3,2,1,1,0,0
828,1,12,3,4,639,4,2,1,0,3,1 <= ... < 4 yrs,1,30,3,1,4,2,1,0,0,0
829,1,48,3,6,5951,4,2,3,3,3,1 <= ... < 4 yrs,0,22,3,1,4,2,1,0,0,0
830,1,36,1,6,3804,4,2,1,3,3,1,1,42,3,1,4,2,1,1,0,0
831,2,36,2,6,4463,4,2,1,0,3,1 <= ... < 4 yrs,1,26,3,1,3,3,1,1,0,0
832,2,36,2,0,7980,4,1,1,0,3,4,1,27,3,0,3,2,1,1,0,0
833,3,36,3,6,4210,4,2,1,0,3,1 <= ... < 4 yrs,1,26,3,1,4,2,1,0,0,0
834,2,6,3,7,4611,4,1,4,3,3,4,2,32,3,1,4,2,1,0,0,0
835,1,24,3,8,11560,4,2,4,3,3,4,1,23,3,0,3,3,1,0,0,0
836,2,18,1,0,4165,4,2,3,0,3,1 <= ... < 4 yrs,1,36,stores,1,3,2,0,0,0,0
837,1,24,3,7,4057,4,3,2,1,3,4 <= ... < 7 yrs,1,43,3,1,4,2,1,1,0,0
838,2,18,4,1,6458,4,4,3,0,3,4,3,39,1,1,3,3,0,1,0,0
839,2,12,3,1,1386,100 <= ... <  500 DM,2,3,3,3,1 <= ... < 4 yrs,2,26,3,1,4,2,1,0,0,0
840,0,36,3,3,1977,4,4,1,0,3,4,3,40,3,1,4,3,1,1,0,0
841,1,18,4,7,1928,4,1,3,0,3,1 <= ... < 4 yrs,0,31,3,1,3,1,1,0,0,0
842,2,12,3,7,1123,100 <= ... <  500 DM,2,1,3,3,4,1,29,3,0,4,1,1,0,0,0
843,1,24,3,9,11328,4,2,3,0,1,4 <= ... < 7 yrs,1,29,1,1,3,3,1,1,0,0
844,1,24,4,9,11938,4,2,3,0,1,4 <= ... < 7 yrs,1,39,3,1,3,3,0,1,0,0
845,1,27,4,6,2520,100 <= ... <  500 DM,2,1,0,3,1 <= ... < 4 yrs,2,23,3,1,3,1,1,0,0,0
846,1,30,2,6,1919,1,1,1,0,3,4 <= ... < 7 yrs,3,30,stores,1,3,3,1,0,0,0
847,1,60,4,9,14782,1,4,2,3,3,4,3,60,1,2,3,3,1,1,0,0
848,1,36,3,6,2671,1,2,1,3,1,4,3,50,3,2,4,2,1,0,0,0
849,1,36,3,3,12612,1,2,4,0,3,4,3,47,3,2,4,2,0,1,0,0
850,1,45,3,6,3031,1,2,1,0,2,4,2,21,3,0,4,2,1,0,0,0
851,0,12,4,6,626,4,2,1,3,3,4,0,24,1,1,4,1,1,0,0,0
852,1,24,4,0,1935,4,4,1,1,3,4,0,31,3,1,3,2,1,1,0,0
853,3,24,4,1,1344,4,3,1,0,3,1 <= ... < 4 yrs,0,37,1,1,3,1,0,0,0,0
854,2,18,3,7,1533,4,1,1,2,1,1,2,43,3,1,4,1,0,0,0,0
855,0,48,3,1,3931,4,3,1,0,3,4,3,46,3,2,4,2,0,0,0,0
856,0,24,4,7,3349,100 <= ... <  500 DM,1,1,0,3,4,3,30,3,2,4,2,0,1,0,0
857,0,36,3,6,2302,4,2,1,1,3,4,1,31,3,0,4,2,1,0,0,0
858,0,42,3,6,3965,4,1,1,0,3,4 <= ... < 7 yrs,1,34,3,1,4,2,1,0,0,0
859,0,12,3,6,727,1,1,1,2,3,4 <= ... < 7 yrs,3,33,3,1,4,1,1,1,0,0
860,2,48,3,0,3914,4,2,1,1,3,1 <= ... < 4 yrs,0,38,1,1,4,2,1,0,0,0
861,0,48,3,0,4308,4,1,2,3,3,4,2,24,3,0,4,2,1,0,0,0
862,1,12,3,6,1534,4,1,4,2,3,1,0,23,3,0,4,2,1,0,0,0
863,2,18,4,1,2775,4,3,3,0,3,1 <= ... < 4 yrs,2,31,1,1,3,2,1,0,0,0
864,0,40,4,3,5998,4,2,1,0,3,4 <= ... < 7 yrs,3,27,1,1,4,2,1,1,0,0
865,3,15,4,6,1271,4,2,2,0,3,4,3,39,3,2,3,2,1,1,0,0
866,1,12,3,1,1295,4,1,2,3,3,1,1,25,3,0,4,2,1,0,0,0
867,1,36,3,8,9398,4,1,4,2,3,4,1,28,3,0,4,3,1,1,0,0
868,1,12,3,7,951,1,1,1,3,3,4,1,27,1,0,1,2,1,0,0,0
869,1,24,3,1,1355,4,1,2,3,3,4,1,25,3,1,4,1,1,1,0,0
870,0,48,3,2,3051,4,2,2,0,3,4,1,54,3,1,4,2,1,0,0,0
871,2,36,4,1,7855,4,2,1,3,3,1 <= ... < 4 yrs,0,25,stores,1,3,2,1,1,0,0
872,2,18,3,6,433,4,0,2,3,1,4,0,22,3,0,4,2,1,0,0,0
873,2,36,2,0,9572,4,1,4,1,3,1,1,28,3,1,3,2,1,0,0,0
874,1,24,4,3,1837,4,3,1,3,3,4,3,34,1,2,4,1,1,0,0,0
875,1,30,4,1,4249,4,0,1,2,3,1 <= ... < 4 yrs,1,28,3,1,3,3,1,0,0,0
876,1,30,4,1,5234,4,0,1,2,3,1 <= ... < 4 yrs,1,28,3,1,3,3,1,0,0,0
877,0,48,3,6,6758,4,2,2,3,3,1 <= ... < 4 yrs,1,31,3,1,4,2,1,1,0,0
878,0,9,3,6,1366,4,1,2,3,3,4,2,22,3,0,4,2,1,0,0,0
879,0,24,4,9,1358,4,4,1,0,3,4 <= ... < 7 yrs,1,40,stores,1,4,3,1,1,0,0
880,0,18,3,7,2473,4,0,1,0,3,1,1,25,3,1,4,0,1,0,0,0
881,3,9,1,6,1337,4,1,1,0,3,1 <= ... < 4 yrs,1,34,3,1,3,3,1,1,0,0
882,0,48,3,1,7763,4,4,1,0,3,4,3,42,1,2,4,3,1,0,0,0
883,1,15,4,1,1264,1,2,3,2,3,1 <= ... < 4 yrs,2,25,3,0,4,2,1,0,0,0
884,1,15,3,1,2631,1,2,3,3,3,4,1,28,3,0,3,2,1,1,0,0
885,1,48,3,1,6560,1,3,2,0,3,1 <= ... < 4 yrs,2,24,3,1,4,2,1,0,0,0
886,0,24,3,1,3123,4,1,1,3,3,1,2,27,3,1,4,2,1,0,0,0
887,0,36,4,3,8065,4,2,2,3,3,1 <= ... < 4 yrs,3,25,3,1,3,3,1,1,0,0
888,0,24,3,6,2439,4,1,1,3,3,4,0,35,3,1,4,2,1,1,0,0
889,1,36,3,7,9034,1,1,1,0,1,1,3,29,3,0,4,3,1,1,0,0
890,1,60,3,1,14027,4,3,1,0,3,1 <= ... < 4 yrs,3,27,3,1,4,3,1,1,0,0
891,0,36,4,8,9629,4,3,1,0,3,4,1,24,3,1,3,2,1,1,0,0
892,1,12,3,6,1484,4,2,3,2,3,1,0,25,3,1,4,2,1,1,0,0
893,0,18,3,7,1131,4,0,1,3,3,1 <= ... < 4 yrs,1,33,3,1,4,2,1,0,0,0
894,1,24,2,7,2064,4,0,2,3,3,1 <= ... < 4 yrs,2,34,3,1,4,3,1,1,0,0
895,1,18,3,8,12976,4,0,2,3,3,4,3,38,3,2,4,3,1,1,0,0
896,2,21,2,0,2580,100 <= ... <  500 DM,1,1,0,3,1 <= ... < 4 yrs,0,41,1,1,4,1,0,0,0,0
897,2,27,3,1,2570,4,2,2,3,3,4 <= ... < 7 yrs,0,21,3,0,4,2,1,0,0,0
898,1,27,3,0,3915,4,2,1,0,3,1 <= ... < 4 yrs,1,36,3,1,4,2,0,1,0,0
899,2,10,3,1,1309,4,2,1,0,2,4,2,27,3,1,4,1,1,0,0,0
900,0,24,3,1,4817,4,3,3,0,1,4 <= ... < 7 yrs,2,31,3,1,4,2,1,1,0,0
901,0,12,3,1,2579,4,1,1,0,3,1,0,33,3,1,4,1,0,0,0,0
902,1,36,2,1,2225,4,4,1,0,3,4,3,57,1,2,3,2,1,1,0,0
903,0,18,3,7,4153,4,2,3,0,1,4 <= ... < 7 yrs,1,42,3,1,4,2,1,0,0,0
904,0,18,1,7,3114,4,1,4,3,3,4,2,26,3,0,4,2,1,0,0,0
905,0,18,4,7,2124,4,2,1,3,3,4,0,24,3,0,3,2,1,0,0,0
906,0,18,4,7,1553,4,2,1,0,3,4 <= ... < 7 yrs,1,44,1,1,4,2,1,0,0,0
907,0,30,3,7,2406,4,3,1,3,3,4,0,23,3,0,4,2,1,0,0,0
908,0,24,2,1,1333,4,0,1,0,3,1 <= ... < 4 yrs,0,43,3,2,3,2,0,0,0,0
909,0,48,1,7,7119,4,2,2,0,3,4,3,53,3,2,3,2,0,0,0,0
910,0,24,2,1,4870,4,2,2,0,3,4,3,53,3,2,3,2,0,0,0,0
911,0,12,4,1,691,4,4,1,0,3,4 <= ... < 7 yrs,2,35,3,1,3,2,1,0,0,0
912,0,42,2,6,4370,4,3,2,0,3,1 <= ... < 4 yrs,2,26,1,1,3,2,0,1,0,0
913,0,36,4,7,2746,4,4,1,0,3,4,1,31,1,1,4,2,1,0,0,0
914,0,24,1,7,4110,4,4,2,0,3,4,3,23,1,0,3,2,0,0,0,0
915,0,18,3,7,2462,4,2,3,0,3,1 <= ... < 4 yrs,1,22,3,1,4,2,1,0,0,0
916,0,12,3,7,1282,4,2,3,3,3,4,1,20,3,0,4,2,1,0,0,0
917,1,12,1,7,2969,4,1,1,3,3,4 <= ... < 7 yrs,2,25,3,0,3,2,1,0,0,0
918,0,48,1,8,4605,4,4,2,0,3,4,3,24,3,2,3,2,0,0,0,0
919,0,48,4,8,6331,4,4,1,0,3,4,3,46,3,2,3,2,1,1,0,0
920,0,24,4,7,3552,4,3,2,0,3,4,1,27,1,1,4,2,1,0,0,0
921,0,12,4,1,697,4,1,1,0,3,1 <= ... < 4 yrs,1,46,1,1,3,2,1,1,0,0
922,0,24,3,1,1442,4,3,1,3,3,4,1,23,3,0,3,2,1,0,0,0
923,0,27,1,0,5293,4,0,3,0,3,4,2,50,3,1,3,2,1,1,0,0
924,0,21,2,3,3414,4,1,3,0,3,1,2,26,stores,1,3,2,1,0,0,0
925,0,18,3,7,2039,4,2,4,3,3,4,0,20,3,0,4,2,1,0,0,0
926,0,24,4,0,3161,4,2,1,0,3,1 <= ... < 4 yrs,2,31,1,0,4,2,1,1,0,0
927,0,12,3,5,902,4,3,1,2,3,4,2,21,3,0,4,2,1,0,0,0
928,0,48,3,8,10297,4,3,1,0,3,4,3,39,3,2,2,2,0,1,0,0
929,1,48,1,0,14421,4,2,3,0,3,1 <= ... < 4 yrs,1,25,stores,1,4,2,1,1,0,0
930,1,18,4,1,1056,4,4,2,0,2,4 <= ... < 7 yrs,0,30,3,1,3,2,1,0,0,0
931,0,12,3,1,1274,4,1,2,3,3,1,0,37,1,1,4,1,1,0,0,0
932,1,12,3,1,1223,4,4,4,1,3,1,0,46,3,0,3,2,1,0,0,0
933,0,12,3,1,1372,4,3,3,1,3,4 <= ... < 7 yrs,1,36,3,1,4,2,1,0,0,0
934,0,16,4,1,2625,4,4,3,0,2,4,2,43,3,0,4,2,1,1,1,0
935,0,20,4,1,2235,4,2,1,2,2,1 <= ... < 4 yrs,2,33,1,0,3,2,1,0,1,0
936,1,9,3,7,959,4,2,4,3,3,1 <= ... < 4 yrs,1,29,1,1,4,2,1,0,0,0
937,1,18,4,1,884,4,4,1,0,3,4,1,36,3,1,4,2,0,1,0,0
938,1,24,3,1,1246,4,1,1,0,3,1 <= ... < 4 yrs,0,23,1,1,4,1,1,0,0,0
939,1,36,2,1,8086,1,4,3,0,3,4,1,42,stores,1,1,3,1,1,0,0
940,2,48,4,1,10127,100 <= ... <  500 DM,2,3,0,3,1 <= ... < 4 yrs,3,44,3,2,4,2,1,0,0,0
941,1,12,3,1,888,4,4,1,0,3,4,1,41,1,1,4,1,0,0,0,0
942,2,12,3,3,719,4,4,1,0,3,4,1,41,1,1,4,1,0,0,0,0
943,1,36,3,1,12389,4,2,4,0,3,4,3,37,1,2,4,2,1,1,0,0
944,0,12,3,6,709,4,4,1,0,3,4,0,57,3,1,4,1,1,0,0,0
945,1,15,4,1,6850,1,0,4,0,3,1 <= ... < 4 yrs,2,34,stores,1,4,3,0,1,0,0
946,2,10,3,7,2210,4,2,3,0,3,1 <= ... < 4 yrs,0,25,3,0,4,1,1,0,0,0
947,2,30,4,8,7485,4,0,1,3,3,1,0,53,1,1,4,3,1,1,0,0
948,0,18,4,1,1442,4,3,1,0,3,4,3,32,1,2,3,1,0,0,0,0
949,2,12,4,6,797,4,4,1,3,3,4 <= ... < 7 yrs,2,33,3,1,4,1,0,0,0,0
950,1,45,4,6,4746,4,1,1,0,3,1 <= ... < 4 yrs,2,24,1,1,3,1,1,0,0,0
951,3,12,4,1,939,100 <= ... <  500 DM,3,1,2,3,1 <= ... < 4 yrs,0,28,3,1,2,2,1,1,0,0
952,1,21,3,0,1188,4,4,3,3,3,4,2,39,3,1,4,2,0,0,0,0
953,2,48,4,8,11590,1,2,3,3,3,4,1,24,3,0,3,1,1,0,0,0
954,3,12,4,0,609,4,1,1,3,3,1,0,26,1,1,4,0,1,0,0,0
955,0,18,4,4,1190,4,0,3,3,3,4,3,55,3,2,2,0,0,0,0,0
956,1,21,3,0,2767,1,4,1,1,3,1 <= ... < 4 yrs,1,61,3,0,3,1,1,0,0,0
957,1,30,3,7,3441,1,2,3,3,1,4,1,21,1,0,4,2,1,0,0,0
958,1,30,1,0,4280,1,2,1,3,3,4,1,26,3,0,3,1,1,0,0,0
959,1,24,3,6,3092,1,1,2,2,3,1 <= ... < 4 yrs,1,22,3,0,4,2,1,1,0,0
960,2,18,3,1,6761,4,2,3,0,3,4,1,68,stores,0,3,2,1,0,0,0
961,1,12,3,6,1331,4,1,3,0,3,1,1,22,3,1,4,2,1,0,0,0
962,1,54,1,0,15945,4,1,2,0,3,4,3,58,3,0,4,2,1,1,0,0
963,0,24,3,7,3234,4,1,1,3,3,4,0,23,3,0,4,1,1,1,0,0
964,1,15,3,6,802,4,4,1,0,3,4 <= ... < 7 yrs,1,37,3,1,4,2,0,0,0,0
965,1,48,3,7,9960,4,1,4,3,3,1 <= ... < 4 yrs,1,26,1,1,4,2,1,1,0,0
966,2,24,2,0,8648,4,1,3,0,3,1 <= ... < 4 yrs,1,27,1,1,3,2,1,1,0,0
967,0,18,3,6,1345,4,2,1,2,3,4 <= ... < 7 yrs,0,26,3,1,4,2,1,0,0,0
968,0,45,3,6,1845,4,2,1,0,3,4,3,23,3,2,4,2,1,1,0,0
969,0,21,4,1,1647,4,2,1,0,3,1 <= ... < 4 yrs,2,40,1,1,3,1,0,0,0,0
970,2,48,3,0,4844,4,0,2,0,3,1 <= ... < 4 yrs,1,33,3,0,4,3,1,1,0,0
971,1,27,1,0,8318,4,4,3,3,3,4,3,42,stores,2,3,3,1,1,0,0
972,3,18,3,6,2100,4,2,1,0,1,1 <= ... < 4 yrs,0,37,3,1,4,2,1,0,0,0
973,0,45,1,0,11816,4,4,3,0,3,4,1,29,3,0,3,2,1,0,0,0
974,0,6,3,3,448,4,1,1,3,3,4,2,23,3,1,4,2,1,0,0,0
975,0,30,3,4,11998,4,1,4,1,3,1,3,34,1,1,4,1,1,1,0,0
976,1,48,1,9,18424,4,2,4,3,3,1 <= ... < 4 yrs,2,32,1,1,4,3,1,1,1,0
977,0,6,3,1,14896,4,4,4,0,3,4,3,68,1,1,4,3,1,1,0,0
978,1,12,3,7,2762,4,4,4,3,3,1 <= ... < 4 yrs,2,25,3,1,4,2,1,1,0,0
979,0,12,3,8,3386,4,4,2,0,3,4,3,35,3,2,4,2,1,1,0,0
980,1,24,3,6,2039,4,1,4,2,3,1,2,22,3,1,4,2,1,1,0,0
981,2,18,2,0,2169,4,2,1,2,3,1 <= ... < 4 yrs,1,28,3,1,4,2,1,1,0,0
982,1,48,4,7,5096,4,2,3,3,3,4 <= ... < 7 yrs,1,30,3,1,4,3,1,1,0,0
983,0,18,3,6,1882,4,2,1,3,3,4,1,25,1,0,3,2,1,0,0,0
984,0,48,3,6,6999,4,3,4,2,2,1,0,34,3,1,3,2,1,1,0,0
985,2,12,4,0,2292,4,0,1,0,3,1 <= ... < 4 yrs,1,42,stores,1,3,3,1,1,0,0
986,0,14,3,1,8978,4,4,4,1,3,4,2,45,3,1,4,3,1,1,1,0
987,0,12,3,6,674,1,3,1,2,3,1,2,20,3,1,4,2,1,0,0,0
988,0,18,3,1,976,4,1,4,3,3,1 <= ... < 4 yrs,1,23,3,1,4,1,1,0,0,0
989,1,24,3,1,2718,4,2,2,3,3,4,2,20,3,0,4,1,1,1,0,0
990,0,18,3,3,750,4,0,1,3,3,1,0,27,3,1,4,0,1,0,0,0
991,1,24,3,8,12579,4,4,1,3,3,1 <= ... < 4 yrs,3,44,3,2,4,3,1,1,0,0
992,0,18,3,8,7511,4,4,4,0,3,4,2,51,3,2,4,2,0,1,0,0
993,0,18,4,1,3966,4,4,4,3,3,4,0,33,1,0,2,2,1,1,0,0
994,0,12,1,6,6199,4,2,1,0,3,1 <= ... < 4 yrs,2,28,3,0,3,2,1,1,0,0
995,0,24,3,6,1987,4,2,3,0,3,4,0,21,3,0,4,1,0,0,0,0
996,0,24,3,1,2303,4,4,1,0,1,1,0,45,3,1,4,2,1,0,0,0
997,2,21,4,1,12680,4,4,1,0,3,4,3,30,3,2,4,3,1,1,0,0
998,1,12,3,6,6468,4,0,3,0,3,1,3,52,3,1,4,3,1,1,0,0
999,0,30,3,7,6350,4,4,1,0,3,4,2,31,3,1,4,2,1,0,0,0
